"JobPK","ClientFK","SiteFK","JobTitle","JobDescription","FeatureScore","FeaturedAdvert","LiveDate","CreateDate","ExpiryDate","HideContactDetails","JobLogo","JobRef","SalaryMin","SalaryMax","SalaryFrame","SalaryDesc","Email","CompanyName","nJobSectorVal","sJobSectorDesc","nJobRoleVal","sJobRoleDesc","nJobTypeVal","sJobTypeDesc","nTownCityVal","sTownCityDesc","sLocationVal","sLocationDesc","NoApplications","NoSearches","NoViews"
"1442805","14746","136","Account Manager - Slough","<p>Account Manager - Slough</p> <p>Large Facilities Management company are looking to recruit an Account Manager to look after a prestigious pharmaceutical client based primarily in Slough.</p> <p>Your role will be to manage and take operational and financial ownership for total success of a prestigious client contract, supplying a wide range of facilities services, both hard and soft FM, and project works. </p> <p>You will be accountable for the financial and overall performance of the contract consisting of current service and project contracts, contract development and on-site support functions, alongside ensuring service delivery to agreed customer KPIs and satisfaction levels.</p> <p>Accountable for the effective delivery of a professional facilities management operation with a current annual turnover value of approximately £4m, with staffing responsibilities of approximately 80</p> <p>Duties include:<br />Regularly meet with customer interface representatives to communicate key contract issues <br />Ensure the successful implementation and maintenance of the Client specific Management System<br />Implement own mobilisation plans in line with roll out programme of potential new activities<br />Identify operational improvements and enhancements to meet with contractual requirement of continuous improvement <br />Full profit and loss responsibility for the contract<br />Ensure an annual and forward business plan and budget is in place for the contract<br />Provide clear operational direction to staff across the UCB contract.<br />Ensure that corporate policies and procedures are strictly adhered to<br />Extensive experience in an equivalent role in an FM environment and Pharmaceutical environment is necessary, alongside strong negotiating skills</p> <p>Educated to degree level (or equivalent) preferably with a professional qualification in Business Management or similar, would be beneficial</p> <p>Experience of working with a pharmaceutical quality management system with a high degree of procedural, technical and HSE compliance</p> <p>You will be covering a UK portfolio (Slough/Cambridge/Watford) therefore UK driving licence is essential</p> <p>£50-60k per annum, negotiable dependant on experience</p> <p>8am to 5pm, Monday to Friday</p> <p>25 days holiday<br />Company car <br />Company Pension<br />Private healthcare</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","03/12/2013 11:26:34","04/11/2013 09:58:18","31/12/2013","False","","CSS15842","5000000","6000000","5","Negotiable, dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30195","Berkshire","Slough","Slough","0","3110","153"
"1446286","14746","136","Mechanical Inspector","<p>Mechanical Inspector </p> <p>Mechanical inspectors required for day shift roles at this established aerospace precision engineering company.<br />You should be familiar with CMM and all types of hand measurement and inspection.<br />Any NDT experience could be an advantage, experience gained in an automotive environment is also considered.<br />You should be flexible and happy working with large machined parts in a traditional engineering machine shop.<br />Exceptional job security and earning potential with bonuses and overtime readily available.</p> <p>Starting salary dependant on experience.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations.</p>","0","False","29/11/2013 17:09:06","29/11/2013 17:09:06","27/12/2013 17:09:06","False","","CSS15868","2800000","2800000","5","Up to £28k per annum","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30206","Essex","Harlow","Harlow","1","2091","94"
"1436497","14746","136","HVAC Engineer","<p>HVAC Engineer - Capenhurst</p> <p>Do you hold an F Gas qualification?</p> <p>Large Facilities Managent Company are looking to recruit an experienced HVAC Engineer at their site in Capenhurst, near Chester.</p> <p>Experience within a similar role is essential alongside knowledge of Permit to Work systems</p> <p>You would be carrying out PPM and reactive tasks on a variety of plant, equipment and industrial service supplies including; HVAC plant and associated equipment, Industrial/commercial chillers, building management systems and AHU plant </p> <p>On call duties would also be performed</p> <p>Certification in the following would be necessary; Refrigeration qualifications NVQ/C&amp;G Certificate, City &amp; Guilds Level 2 award in F Gas and ODS Regulations: Category 1, 500/5730/3 and Refrigerant handling certification</p> <p>Salary - £30-35k per annum, negotiable, dependant on experience</p> <p>Benefits include a Company Pension Scheme, 25 Days Annual Leave and On Call Allowance</p> <p>The successful candidate will be required to undergo security vetting procedures, currently at SC level. Any offer of a job will be subject to the candidate achieving suitable clearances</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","29/11/2013 12:05:59","13/09/2013 10:46:01","27/12/2013","False","","CSS15750","3000000","3500000","5","Negotiable ,dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30199","Cheshire","Capenhurst, Near Chester","Capenhurst, Near Chester","2","4230","250"
"1436876","14746","136","European Sales Specialists","<p>European Sales Specialists </p> <p>World leading manufacturers of Laboratory bench-top scientific equipment have this new opportunity for a Sales Specialist (Germany &amp; Switzerland)&nbsp; and a Sales Specialist (Benelux and Germany) to join their European sales team. </p> <p>Supported by the Sales Manager and team the roles are a mix of developing the companies' direct sales as well ensuring the distributor network has the support and direction needed to maximise sales.</p> <p>You are likely to have a academic scientific background coupled with experience of selling ans export markets and a proactive self motivated approach.&nbsp; You should be based in your sales area and be prepared for extensive daily travel across your region.&nbsp; Some occasional UK head office attendance&nbsp; will also be required when needed.</p> <p>We are seeking a highly motivated, driven, professional sales person with a proactive approach to take on the responsibility of managing a very busy and demanding sales territory.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","29/11/2013 11:56:45","17/09/2013 13:31:22","27/12/2013","False","","CSS15756","0","0","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Germany and Switzerland","Germany and Switzerland","0","6380","322"
"1436986","14746","136","Asset Operations Manager","<p>Asset Operations Manager</p> <p>Senior opportunity for someone with proven man-management, customer liaison and site operations experience.</p> <p>Facilities Management company looking to recruit an Asset Operations Manager to join their site in North Hampshire. </p> <p>Leadership of operation activities with circa 200 employees, contract value in excess of £17 million with more than 2000 buildings</p> <p>Duties:<br />Responsible for leading and directing operational activities in order to maintain and improve the service delivery in accordance with contractual obligations and SLAs. <br />Develop strong relationships with the clients staff and their representatives <br />Accountable for the delivery of agreed financial targets of the Asset Services operational activities <br />Ensure the Operations have suitable, qualified and experienced people in place within an appropriate reporting structure, who have suitable capabilities and are motivated to perform at the highest level<br />Develop cost effective mobilisation, transition and operational processes to ensure that changing customer requirements, commercial results and operational deliverables are met within agreed timescales<br />Lead and develop lean processes for maintenance activities in a live complex manufacturing organisation<br />Ensure that all operational activities are conducted in accordance with standard company policies and procedures</p> <p>Candidate:<br />Thorough knowledge of outsourced facilities services within the UK, including hard/soft FM service lines and directly delivered complex projects including M&amp;E, building and civils activities. <br />Proven experience of operating in a manufacturing environment<br />Proven knowledge and experience of implementing lean processes into an organisation<br />Very strong commercial awareness and a track record of achievement on complex and demanding contracts and accounts<br />A proven track record of setting up and managing supply chain partners, multiple suppliers and sub-contractors<br />Educated to degree level and a member of a relevant professional institute e.g. Membership of BIFM and /or IFMA would be an advantage</p> <p>The position requires the jobholder to travel extensively on a Regional basis and also across the UK</p> <p>Remuneration:<br />£55-60k per annum, negotiable, dependant on experience<br />25 days holiday<br />Company Pension<br />Grade 3 Car/Allowance</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","29/11/2013 11:49:01","18/09/2013 09:16:17","27/12/2013","False","","CSS15759","5500000","6000000","5","Negotiable ,dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30208","Hampshire","North Hampshire","North Hampshire","2","6222","315"
"1437997","14746","136","Handy Person","<p>Handy Person</p> <p>Large FM company are looking to recruit two&nbsp;Handy&nbsp;Person&nbsp;to join their site in Capenhurst.</p> <p>Role:<br />Carry out routine tasks on a daily/weekly basis<br />Carry out raective maintenance to doors/ windows/ thresholds/minor brickwork, rendering and plastering<br />Other ancillary duties such as gutter cleaning, furniture moves may also be required<br />Carry out small works/ variation tasks issued by the Help Desk<br />Survey new works and produce list/cost of materials, as required<br />Undertake follow up actions required to resolve situational circumstances for which you have been authorised to undertake<br />Maintain equipment and tools </p> <p>Candidate:<br />Have a fabric trade background inc. but not limited to, roof work, with a wide general building knowledge such as routine brickwork, flagging, plastering, decorating etc<br />Full clean driving license<br />IPAF &amp; PASMA certification<br />Forklift driving license<br />Achieve SC security clearance<br />Health and Safety Training<br />First and second fix carpentry<br />Ability to effect routine brickwork, render and plaster repairs<br />Ability to attend to remedial roofing repairs<br />Passed the one day First Aid course</p> <p>Remuneration:<br />8am to 5pm, Monday to Friday<br />£18-19k per annum, negotiable, dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p>&nbsp;</p>","0","False","29/11/2013 11:37:44","25/09/2013 14:39:21","27/12/2013","False","","CSS15775","1800000","1900000","5","Negotiable, dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30199","Cheshire","Capenhurst","Capenhurst","2","3581","208"
"1439421","14746","136","Qunatity Surveyor","<p>Quantity Surveyor</p> <p>Urgent requirement for an experienced QS to pick up a project part way through - you will initially be working on the procurement of a new build single storey school assisting with pricing of some tenders. <br />In addition there are a number of projects aslready tendered which will fall under your control if sucessful.</p> <p>You will also be assisted by and should mentor an assistant QS helping them to further develop their knowledge.</p> <p>The successful candidate will be expected to work out of the clients Kent office but flexibility to work out of Surrey or a combination of both could be a possibility for the right candidate.</p> <p>&nbsp;CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p></p>","0","False","29/11/2013 11:26:12","08/10/2013 09:05:53","27/12/2013","False","","CSS15793","4500000","4500000","5","","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30213","Kent","Sidcup","Sidcup","0","4761","221"
"1439424","14746","136","Quantity Surveyor","<p>Quantity Surveyor</p> <p>The role involves working for a high profile retail client across the south of England dealing with client queries and developing an effective client relationship.&nbsp; <br />You should be experienced with the effective sourcing, negotiation, assessment and management of sub-contract work; Reviewing and reporting on cost estimates and plans including preliminaries, sub-contract &amp; material costs.<br />You will take responsibility for the authorisation of sub contract payments (including interim applications) and final accounts as well as agreeing variation values. <br />You should have extensive retail /Commercial experience.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","29/11/2013 11:18:26","08/10/2013 09:10:49","27/12/2013","False","","CSS15762","5000000","5000000","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30232","Surrey","Leatherhead","Leatherhead","0","4991","292"
"1441398","14746","136","Senior Project Manager","<p>Senior Project Manager</p> <p>Large prestigious Design &amp; Build specialist facilities &amp; engineering contractor have a new requirement for a Senior Project manager to look after the operational performance of 1 or possibly 2&nbsp; new 10M+ contracts.<br />You should have a Main Contractor Construction Background ideally with all round design &amp; build experience and a track record in successful project delivery and hand over.</p> <p>We are looking for degree qualified and 15 year experienced construction professionals to plan and run these multi-disciplinary projects efficiently and profitably. <br />You should have excellent communication, people and financial management skills</p> <p>Key aspects of the role include:</p> <p>Project planning<br />Overall control and oversee of all actions on the project<br />Client interaction at site meetings<br />Project reviews and reporting<br />Site inspections<br />Making decisions if any design changes are required.<br />Liason, management and recruitment of site labour<br />Subcontractor assessment &amp; management<br />Control and issue of drawings for client approval<br />Responsibility for staff site induction.<br />Preparation of risk assessments &amp; method statements </p> <p>Any experience with a process environment or cleanrooms could be an advantage.</p> <p>Salary: c60k</p> <p>In return the company offers an excellent package including Car, bonus schemes, 25 days holiday, contributory pension, Bupa, share scheme, life assurance.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","29/11/2013 10:47:19","22/10/2013 15:03:05","27/12/2013","False","","CSS15819","6000000","6000000","5","Car, scheme bonus, 25days holidays","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30217","London","London & Glasgow","London & Glasgow","0","3415","164"
"1441560","14746","136","Chef de Partie","<p>Chef de Partie</p> <p>Do you hold previous experience as a Chef de Partie?</p> <p>Golf and Country Club based near Colchester are looking to recruit an experienced Chef de Partie on a full-time, permanent basis.</p> <p>Duties:<br />Ensuring all areas are clean, safe and hygienic<br />Responsibility for the day to day running of the kitchen and supervision of kitchen staff<br />Responsibility for the preparation and service of all foods, alongside the ordering and issuing of stores<br />Reporting to the Head Chef and Sous Chef</p> <p>Due to location, you must have your own transport</p> <p>£16-18k per annum<br />40 hours a week</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","29/11/2013 09:56:32","23/10/2013 14:41:59","27/12/2013","False","","CSS15821","1600000","1800000","5","","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Near Colchester","Near Colchester","1","2231","139"
"1442400","14746","136","European Freight Import Operator","<p align=center><strong><u>European Freight Import Operator</u></strong></p> <p>Do you have freight experience?&nbsp;</p> <p>Great opportunity in Braintree for an individual with experience within a similar role</p> <p>You will be liaising with drivers, suppliers and overseas offices alongside data entry and arranging transport&nbsp;</p> <p>Salary £14-15k per annum, negotiable dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p></p>","0","False","29/11/2013 09:40:45","30/10/2013 16:56:47","27/12/2013","False","","CSS15834","1400000","1500000","5","Negotiable, dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30052, 30054","Industrial, Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","3","3564","201"
"1442399","14746","136","European Freight Export Operator","<p align=center><strong><u>European Freight Export Operator&nbsp;</u></strong></p> <p>Do you have experience dealing with export groupage and planning?</p> <p>Fantastic opportunity has arisen for an Export Operator to join our client’s busy team in Braintree.&nbsp;</p> <p>You will be liaising with drivers, suppliers and overseas offices alongside planning UK transport and processing invoices and quotations to the client.</p> <p>£22 - 25k per annum, Negotiable dependant on experience</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p></p> <p>&nbsp;</p>","0","False","29/11/2013 09:40:18","30/10/2013 16:53:36","27/12/2013","False","","CSS15833","2200000","2500000","5","Negotiable, dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30052, 30054","Industrial, Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","1","3532","181"
"1446123","14746","136","ConstructionLogistics Manager","<p><strong>Construction</strong><strong>Logistic</strong>s <strong>Manager</strong><br /></p> <p>We are currently looking to employ a <strong>Construction</strong><strong>Logistic</strong>s <strong>Manager</strong> to manage &amp; run a new division of our company.<br />The <strong>construction</strong><strong>logistic</strong>s <strong>manager</strong> will be responsible for all aspects of the <strong>logistic</strong>s supply chain, stores management, development and optimisation of site <strong>logistic</strong>s solutions to meet the needs of client projects. The <strong>logistic</strong>s <strong>manager</strong> will be required to manage the movement of people, goods and equipment at the <strong>construction</strong> site and control site facilities management.<br />Key interfaces that the <strong>logistic</strong>s <strong>manager</strong> must ensure early engagement with are: the project planner; the commercial <strong>manager</strong>s procuring the works and the senior <strong>construction</strong><strong>manager</strong> on the site. The <strong>construction</strong><strong>logistic</strong>s <strong>manager</strong> should ensure that the <strong>construction</strong> team is fully aware of <strong>logistic</strong>s activities in support of the build program.</p> <p><br />Location; Braintree, Essex but job role will involve traveling to site throughout the South East of England.</p> <p><br />Salary – Negotiable depending on experience</p>","0","False","29/11/2013 08:42:27","29/11/2013 08:42:27","27/12/2013 08:42:27","False","","CSS15867","0","0","5","Negotiable, dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","2","1662","78"
"1436874","14746","136","Telesales - SCHOOL HOURS considered","<p>Telesales - SCHOOL HOURS considered</p> <p>Due to our continued success and expansion the Training Division of CSS Recruitment and training are seeking a number of Telesales executives to join our hardworking and friendly team.</p> <p>The role involves selling our respected training courses and services across businesses in the South of England and arranging visits for our field sales staff.&nbsp; <br />All levels of experience considered but you should have previous business to business (B2B) telesales experience.</p> <p>Salaries Negotiable and dependant on experience, £19 - 22k ote<br />Whilst this is a permanent full time role we would possibly consider SCHOOL HOURS for the right person.</p> <p><br />CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","29/11/2013 08:22:51","17/09/2013 13:26:19","27/12/2013","False","","CSS15758","1900000","2200000","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","6","1832","209"
"1435942","14746","136","CNC Miller","<p>CNC Miller</p> <p>CNC Setter Operators required to run a range of crane loaded machining centres producing large high quality precision aerospace parts from hard and exotic metals.<br />You should be flexible and happy working with large machined parts in a traditional engineering machine shop.<br />Exceptional job security and earning potential with bonuses and overtime readily available.<br />Day and night shifts available - starting salary dependant on experience - CNC Millers, </p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","28/11/2013 16:52:08","10/09/2013 10:47:46","26/12/2013","False","","CSS15740","2500000","4000000","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30206","Essex","Harlow","Harlow","1","5994","305"
"1435948","14746","136","Mechanical Inspector ( Nights )","<p>Mechanical Inspector ( Nights )</p> <p>Mechanical inspectors required for night shift roles at this established aerospace precision engineering company.<br />You should be familiar with CMM and all types of hand measurement and inspection.<br />Any NDT experience could be an advantage, experience gained in an automotive environment is also considered.<br />You should be flexible and happy working with large machined parts in a traditional engineering machine shop.<br />Exceptional job security and earning potential with bonuses and overtime readily available.<br />Starting salary dependant on experience.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","28/11/2013 16:21:03","10/09/2013 10:55:12","26/12/2013","False","","CSS15743","3000000","3600000","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050, 30054","Building and Construction - Permanent, Commercial - Permanent","","","29814","Permanent","30206","Essex","Harlow ","Harlow ","1","5989","312"
"1446068","14746","136","Space Planning Manager","<p>Space Planning Manager</p> <p>Interesting opportunity to work in this world famous, prestigious museum in London.</p> <p>Large FM company are looking to recruit an experienced Space Planning Manager to manage 3 staff and oversee the delivery of the space strategy.</p> <p>Duties include: <br />Prepare and present space usage reports<br />Develop and deliver space usage solutions and innovations<br />Provide space planning services to other departments as required<br />Ensure the delivery of reactive and PPM tasks to agreed timescales and legislative requirements<br />Line Manage the fabric team<br />Preparation of quotes and the running of tenders in connection with small extra works, repairs and projects<br />Auditing of works upon completion and the timely completion of any required follow up activities</p> <p>Project management and line management experience required<br />Must be AutoCAD trained with experience using Microsoft Word, Excel, Outlook, PowerPoint, AutoCAD and CAFM systems<br />Previous space planning experience is necessary<br />Available to work out side normal working hours when required</p> <p>£30-40k per annum, negotiable, dependant on experience</p> <p>8.00 am to 5.00 pm, Monday to Friday<br />25 days holiday plus Bank Holidays<br />Private healthcare after 6 months</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","28/11/2013 15:29:11","28/11/2013 15:29:11","26/12/2013 15:29:11","False","","CSS15866","3000000","4000000","5","Negotiable","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30217","London","London","London","0","1576","86"
"1446059","14746","136","Credit Control Supervisor","<p>Credit Control Supervisor</p> <p>Large company in Braintree are looking to recruit an experienced Credit Control Supervisor.</p> <p>Duties include:<br />Responsibility supervising a credit department of up to 6 staff <br />Controls a portion of a ledger or handles major accounts <br />Works with a minimum of direction on collections for an important ledger, possibly key accounts <br />Anticipates developments, and identifies accounts that will require special attention <br />Handles disputed accounts and negotiates to bring payment into line with terms <br />Undertakes complex reconciliations <br />Obtains sufficient information to assess the creditworthiness of new and existing customers </p> <p>Must have experience within a similar role.</p> <p>£18,000 per annum</p> <p>8am till 5pm/8.30am till 5.30pm</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p>","0","False","28/11/2013 14:57:39","28/11/2013 14:57:39","09/12/2013 11:29:22","False","","CSS15865","1800000","1800000","5","","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","0","792","47"
"1430935","14746","136","Buyer - Electronic","<p align=center><strong><u>Buyer - Electronic</u></strong></p> <p>Do you have previous experience working within an electronic environment, particularly purchasing?</p> <p>Fantastic opportunity based in Essex for a Buyer to join a busy electronics company in their procurement team</p> <p>Negotiating best prices, ensuring availability of parts, indentifying suitability and beating estimate prices would all be part of your role</p> <p>Use of Sage Line 50 and Batch Controller would be an advantage, but not essential</p> <p>7.30am to 4.30pm Mon-Thurs</p> <p>7.30am to 1.30pm Fri&nbsp;</p> <p>40 hour week</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. </p> <p></p>","0","False","28/11/2013 12:18:57","29/07/2013 12:16:10","26/12/2013","False","","CSS15701L","0","0","5","Negotiable ,dependant on experience","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30206","Essex","Near Colchester","Near Colchester","0","5366","338"
"1430327","14746","136","Groupage Forklift Driver","<p>Groupage Forklift Driver&nbsp;</p> <p>Do you have experience with Groupage?&nbsp;</p> <p>Due to continued growth a company in Essex is currently looking to recruit an experienced forklift driver.</p> <p>If you have experience in European groupage and freight forwarding and are available for an immediate start, this could be the perfect opportunity for you.</p> <p>Counterbalance licence is essential</p> <p>£8.00 per hour</p> <p>40 hours per week</p>","0","False","28/11/2013 12:08:36","23/07/2013 14:37:17","26/12/2013","False","","CSS15651L","800","800","1","","recruitment@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30052, 30054","Industrial, Commercial - Permanent","","","29814","Permanent","30206","Essex","Braintree","Braintree","9","8605","555"
"1430584","14746","136","Site Managers","<p align=center><strong><u>Site Managers </u></strong></p> <p>Site managers and senior site managers required for this extremely busy construction company. <br />You should have experience in residential developments and a ideally a good all-round general knowledge of things such as RC frame, underground parking, high rise and refurbishment. In addition you will be involved in what you would expect as a site manager for a major construction company:<br />&nbsp;Managing specialist subcontractor and direct labour force<br />&nbsp;Control and ordering of materials<br />&nbsp;Understanding of Drawings, schedules <br />&nbsp;Ensuring latest building regs are adhered to </p> <p>The sites are all across Norfolk, Cambridge, Kent, Middlesex, Surrey, Essex, Herts and London.<br />Salary: to attract the best&nbsp;</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","28/11/2013 11:42:53","25/07/2013 09:55:44","26/12/2013","False","","CSS15695R","0","0","5","To attract the best","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30210","Hertfordshire","Bishops Stortford","Bishops Stortford","1","6850","386"
"1430086","14746","136","Infrastructure civil engineering Technician","<p align=center><u><strong>Infrastructure civil engineering Technician </strong></u></p> <p><br />Interesting and varied new role for this expanding successful construction organisation.<br />If you have formal civil engineering qualifications such as HND/HNC and the ability to produce detailed designs and drawing on AutoCad then this could be an excewllent opportunity for you.<br />The role is to provide the detailed infrastructure design, drawings and specifications for roads and drainage and to obtain all approvals to enable construction. </p> <p></p> <p><strong><u>Key Tasks:</u></strong></p> <ul> <li>To design, manage and produce engineering working drawings <li>To obtain Section 104, 38 and 278 Agreements and approvals <li>To obtain Building Regulations and any other statutory approvals to enable construction <li>To produce fully detailed designs and drawings for residential roads and drainage <li>To liaise with service companies and reach agreement on the most economic way of servicing the site</li></ul> <p>Excellent career opportunities, negotiable salaries and packages including quality car, healthcare, pension, gym etc.</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p> <p></p>","0","False","28/11/2013 11:29:58","22/07/2013 11:47:32","26/12/2013","False","","CSS15687R","0","0","5","Negotiable ,dependant on experience","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30054","Commercial - Permanent","","","29814","Permanent","30210","Hertfordshire","Bishops Stortford","Bishops Stortford","0","5826","302"
"1445998","14746","136","Project Manager","<p>Project Manager</p> <p>Hands on project managers required to take full management and day to day control of specific construction projects</p> <p>You should have 4 years + of experience in a similar role which will leave you well equipped to deal with all aspects of running a construction project such as the co-orination, management and supervision as well as the planning &amp; cost control.</p> <p>In return this solid and growing construction company offers excellent salaries and packages (healthcare, pension, gym,quality car.<br />&nbsp;<br />Salary: excellent, location: Bishops Stortford</p> <p>CSS operate as an employment agency and an employment business; we aim to respond to all&nbsp; applications. You will be advised if we are registering your details for future considerations. <br /></p>","0","False","28/11/2013 10:36:54","28/11/2013 10:36:54","26/12/2013 10:36:54","False","","CSS15686R","0","0","5","Excellent","richard.tillbrook@csspeople.co.uk","CSS Recruitment & Training Services Ltd","30050","Building and Construction - Permanent","","","29814","Permanent","30210","Hertfordshire","Bishops Stortford","Bishops Stortford","0","1377","70"
